Número de identificação da publicação;Link permanente;Publicar mensagem;Tipo;Países;Idiomas;Publicado;Direcionamento do público;Lifetime Post Total Reach;Lifetime Post organic reach;Lifetime Post Paid Reach;Lifetime Post Total Impressions;Lifetime Post Organic Impressions;Lifetime Post Paid Impressions;Lifetime Engaged Users;Lifetime Matched Audience Targeting Consumers on Post;Lifetime Matched Audience Targeting Consumptions on Post;Lifetime Negative Feedback from Users;Lifetime Negative Feedback;Lifetime Post Impressions by people who have liked your Page;Lifetime Post reach by people who like your Page;Lifetime Post Paid Impressions by people who have liked your Page;Lifetime Paid reach of a post by people who like your Page;Lifetime People who have liked your Page and engaged with your post;Lifetime Organic views to 95%...25;Lifetime Organic views to 95%...26;Lifetime Paid views to 95%...27;Lifetime Paid views to 95%...28;Lifetime Organic Video Views...29;Lifetime Organic Video Views...30;Lifetime Paid Video Views...31;Lifetime Paid Video Views...32;Lifetime Average time video viewed;Lifetime Video length;Descrição;share;like;comment
417092451820846_663122093884546;https://www.facebook.com/lojascitycol/photos/a.418868384976586/663122093884546/?type=3;A vibe tropical invadiu a nossa loja da Praça Seca. Vem ver o Preview Verão Citycol de pertinho!🌺 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-27T16:01:04Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;14;2373;32
417092451820846_662934410569981;https://www.facebook.com/lojascitycol/photos/a.418868384976586/662934410569981/?type=3;Fofura do dia com a nossa City Blogger mirim @elis_shiis usando a t-shirt de etzinho!👽 #regram #CityBloggers #NaCitycolTem #modabarata #lookdodia;Photo;NA;NA;2017-07-27T07:00:51Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;189;6
417092451820846_662677293929026;https://www.facebook.com/lojascitycol/photos/a.418868384976586/662677293929026/?type=3;Temos Preview Verão Citycol na loja do Grajaú também. As cores e as estampas trazem a beleza e a alegria que só essa estação tem. Vem! #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-26T16:00:54Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;17;1989;69
417092451820846_662495057280583;https://www.facebook.com/lojascitycol/photos/a.418868384976586/662495057280583/?type=3;#regram da nossa City Blogger Roberta (@carioca_plus_size) com a ciganinha listrada que é um sucesso e a cara da próxima estação!💙;Photo;NA;NA;2017-07-26T07:01:09Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;175;13
417092451820846_662236150639807;https://www.facebook.com/lojascitycol/photos/a.418868384976586/662236150639807/?type=3;As novidades chegaram com tudo na loja de Guadalupe! Vem conferir! #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-25T16:00:36Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;8;2139;41
417092451820846_662024880660934;https://www.facebook.com/lojascitycol/photos/a.418868384976586/662024880660934/?type=3;Aquela saia que é close certo! Click feito pela Tathi do @achados_poderosos_ 💙 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-25T07:01:08Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;410;30
417092451820846_661693014027454;https://www.facebook.com/lojascitycol/photos/a.418868384976586/661693014027454/?type=3;O clássico preto e branco tomou conta da nossa loja de Belford Roxo! Vem ver de pertinho! :) #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-24T16:00:29Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;19;2589;42
417092451820846_661504320712990;https://www.facebook.com/lojascitycol/photos/a.418868384976586/661504320712990/?type=3;Flores e mais flores para os looks de inverno!🌸 R$29,99 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-24T07:01:04Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;8;1138;7
417092451820846_661117997418289;https://www.facebook.com/lojascitycol/photos/a.418868384976586/661117997418289/?type=3;Nossa linha Plus Size está cheia de novidades na nossa loja de Bom Jesus, no Espírito Santo! Vem nos visitar!💙 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-23T14:00:59Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;1401;40
417092451820846_660542347475854;https://www.facebook.com/lojascitycol/photos/a.418868384976586/660542347475854/?type=3;Delicada, super romântica e por apenas 29,99!😍 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-22T10:01:10Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;10;1342;16
417092451820846_660201944176561;https://www.facebook.com/lojascitycol/photos/a.418868384976586/660201944176561/?type=3;Grajaú está florido e colorido esperando por vocês!🌸💙 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-21T16:01:12Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;1728;18
417092451820846_660010500862372;https://www.facebook.com/lojascitycol/photos/a.418868384976586/660010500862372/?type=3;Detalhes da blusa mara que já está nas lojas esperando por vocês! R$29,99 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-21T07:01:21Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;124;NA
417092451820846_659754787554610;https://www.facebook.com/lojascitycol/photos/a.418868384976586/659754787554610/?type=3;Para comemorar o dia do amigo, escolhemos a nossas #CityBloggers Lu (@aieuqueroo) e Mari (@marianamorenoo) para representar essa data tão especial com esse ensaio incrível! Feliz Dia, amigos e amigas da City! 😍 #DiadoAmigo #NaCitycolTem;Photo;NA;NA;2017-07-20T16:25:17Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;113;1
417092451820846_659569790906443;https://www.facebook.com/lojascitycol/photos/a.418868384976586/659569790906443/?type=3;Continuando com os cliques das nossas t-shirts fofinhas, nos deparamos com essa de unicórnio que a lindona @achadosdahelen levou pra casa! 🦄 #regram #NaCitycolTem #lookdodia #modabarata;Photo;NA;NA;2017-07-20T07:01:42Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;217;19
417092451820846_659307957599293;https://www.facebook.com/lojascitycol/photos/a.418868384976586/659307957599293/?type=3;Aquela fofura de blusa clicada pela nossa City Blogger Roberta do @carioca_plus_size! #regram #NaCitycolTem #modabarata #lookdodia;Photo;NA;NA;2017-07-19T16:01:32Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;162;6
417092451820846_659146510948771;https://www.facebook.com/lojascitycol/photos/a.418868384976586/659146510948771/?type=3;Mais uma opção de look incrível com a nossa ciganinha florida montado pela musa Amanda do @achadosfashion_rj! 🌸 #regram #CityBloggers #NaCitycolTem #modabarata;Photo;NA;NA;2017-07-19T07:01:41Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;183;2
417092451820846_658851087644980;https://www.facebook.com/lojascitycol/photos/a.418868384976586/658851087644980/?type=3;Aquele mídi que todas deveriam ter no armário! Arrasou, Evita! 😍 @byevalima #regram #CityBloggers #NaCitycolTem #modabarata;Photo;NA;NA;2017-07-18T14:59:46Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;136;8
417092451820846_658224081041014;https://www.facebook.com/lojascitycol/photos/a.418868384976586/658224081041014/?type=3;#regram do @nossoachado que clicou e garantiu a nossa t-shirt fabulosa por apenas 15,99!✨ #NaCitycolTem #modabarata;Photo;NA;NA;2017-07-18T07:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;219;10
417092451820846_658223931041029;https://www.facebook.com/lojascitycol/photos/a.418868384976586/658223931041029/?type=3;A City de Montes Claros já está com as novidades apaixonantes da semana! ❤ Venham conferir de pertinho!! #NaCitycolTem #modabarata;Photo;NA;NA;2017-07-17T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;12;1787;32
417092451820846_658200514376704;https://www.facebook.com/lojascitycol/photos/a.418868384976586/658200514376704/?type=3;Aquelas peças que juntas formam um vestido MUSO! 🌸 Arrasou, Amanda! @achadosfashion_rj #regram #CityBloggers #NaCitycolTem #modabarata;Photo;NA;NA;2017-07-17T07:04:21Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;317;10
417092451820846_657917384405017;https://www.facebook.com/lojascitycol/photos/a.418868384976586/657917384405017/?type=3;A Penha também está toda florida com a nossa coleção Céu de Flores!💙🌸 Vem pra City!  #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-16T14:00:46Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;12;2527;26
417092451820846_657391844457571;https://www.facebook.com/lojascitycol/photos/a.418868384976586/657391844457571/?type=3;É ou não é para morrer de amores pela nossa City Blogger mirim @elis_shiis?😍 O look todinho é nosso! Amamossss! #regram #CityBloggers #NaCitycolTem #modabarata;Photo;NA;NA;2017-07-15T10:00:49Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;298;16
417092451820846_657079241155498;https://www.facebook.com/lojascitycol/photos/a.418868384976586/657079241155498/?type=3;Flores e cores na loja da Tijuca esperando por vocês!🌸💙 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-14T16:01:13Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;2205;30
417092451820846_656895217840567;https://www.facebook.com/lojascitycol/photos/a.418868384976586/656895217840567/?type=3;Aquele look para copiar já: ciganinha floral + saia curinga preta! Amamos, Tathi!💙 @achados_poderosos_ #regram #CityBloggers #NaCitycolTem #modabarata;Photo;NA;NA;2017-07-14T07:01:23Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;161;4
417092451820846_656527224544033;https://www.facebook.com/lojascitycol/posts/656527224544033;A Citycol de Seropédica vai reabrir nesta sexta dia 14 com preços exclusivos para esta filial. Venha conferir as novidades e o novo ambiente que preparamos pra vocês! #NaCitycolTem #reinauguração #modabarata;Photo;NA;NA;2017-07-13T16:00:00Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;13;364;23
417092451820846_656399807890108;https://www.facebook.com/lojascitycol/photos/a.418868384976586/656399807890108/?type=3;Muita cor e novidades musas na City de Colatina, no Espírito Santo! Venham conferir! 💙🌸;Photo;NA;NA;2017-07-13T07:01:12Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;2010;28
417092451820846_656129797917109;https://www.facebook.com/lojascitycol/photos/a.418868384976586/656129797917109/?type=3;Adoramos como a nossa embaixadora Amanda do @achadosfashion_rj mostrou a versatilidade da saia floral da linha Plus! Uma peça = vários looks!🌸 #regram #NaCitycolTem #modabarata #CityBloggers;Photo;NA;NA;2017-07-12T16:00:51Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;10;619;16
417092451820846_655945977935491;https://www.facebook.com/lojascitycol/photos/a.418868384976586/655945977935491/?type=3;Nossas clientes de Teixeira de Freitas, Bahia, também podem garantir as peças da nossa coleção Jardins de Inverno.🌸 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-12T07:01:27Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;11;1749;21
417092451820846_655678677962221;https://www.facebook.com/lojascitycol/photos/a.418868384976586/655678677962221/?type=3;#regram da musiane Gabi do @achadosdagabs com a nossa blusinha! Amamos a produ!!😍 #CityBloggers #NaCitycolTem #lookdodia #modabarata;Photo;NA;NA;2017-07-11T16:01:04Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;221;4
417092451820846_655501231313299;https://www.facebook.com/lojascitycol/photos/a.418868384976586/655501231313299/?type=3;Nossa loja de Queimados também tá com as novidades lindas da coleção Céu de Flores. Venham ver de pertinho!  #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-11T07:01:19Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;1014;16
417092451820846_655212341342188;https://www.facebook.com/lojascitycol/photos/a.418868384976586/655212341342188/?type=3;Blusas sem costura por apenas R$ 19,99? Na Citycol tem! A malha é gostosa e modela no corpo. Confira em nossas lojas! #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-10T16:00:51Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;13;2430;30
417092451820846_654989558031133;https://www.facebook.com/lojascitycol/photos/a.418868384976586/654989558031133/?type=3;Dois looks que deixam o nosso coração palpitando! Esse click é da loja de Bonsucesso! 🌸 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-10T07:00:46Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;26;2725;77
417092451820846_654684438061645;https://www.facebook.com/lojascitycol/photos/a.418868384976586/654684438061645/?type=3;É estampa que não acaba mais!🌸 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-09T14:00:35Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;1580;37
417092451820846_654100124786743;https://www.facebook.com/lojascitycol/photos/a.418868384976586/654100124786743/?type=3;A loja de Bangú também está recheada de novidades e com a coleção Céu de Flores esperando por vocês!🌸💙 #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-08T10:00:31Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;872;5
417092451820846_653754494821306;https://www.facebook.com/lojascitycol/photos/a.418868384976586/653754494821306/?type=3;Estamos in love com a Roberta do @cariocas_plus_size usando o nosso vestido da nova coleção! 🌸 #regram #NaCitycolTem #modabarata;Photo;NA;NA;2017-07-07T16:00:48Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;195;18
417092451820846_653559784840777;https://www.facebook.com/lojascitycol/photos/a.418868384976586/653559784840777/?type=3;Mais e mais estampas musas das nossas ciganinhas! Garanta a sua em nossas lojas. #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-07T07:01:47Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;14;2706;46
417092451820846_653274621535960;https://www.facebook.com/lojascitycol/photos/a.418868384976586/653274621535960/?type=3;Chegou em Caxias a nova coleção Céu de Flores!🌸💙  Venham conferir! #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-06T16:00:57Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;12;2468;38
417092451820846_653066494890106;https://www.facebook.com/lojascitycol/photos/a.418868384976586/653066494890106/?type=3;Elas são de manga curta, feitas naquela malha gostosa que modela o corpo, cheias de cor e com aquele precinho que vocês amam! Apenas 15,99! Vem garantir logo a sua!  #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-06T07:01:05Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;1072;17
417092451820846_652823298247759;https://www.facebook.com/lojascitycol/photos/a.418868384976586/652823298247759/?type=3;As flores do nosso Jardim de Inverno chegaram no Grajaú também!😍🌹 Corre pra City! #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-05T16:00:37Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;14;1410;24
417092451820846_652656678264421;https://www.facebook.com/lojascitycol/photos/a.418868384976586/652656678264421/?type=3;Ciganinhas com diversas estampas? #NaCitycolTem! Confira em nossas lojas. #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-05T07:00:14Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;1140;22
417092451820846_652395011623921;https://www.facebook.com/lojascitycol/photos/a.418868384976586/652395011623921/?type=3;A coleção Jardins de Inverno já chegou florindo a nossa loja do Méier! 🌹Venham conferir de pertinho! #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-04T16:01:04Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;1480;41
417092451820846_652213808308708;https://www.facebook.com/lojascitycol/photos/a.418868384976586/652213808308708/?type=3;Começando a terça com #regram da lindona Simone do @plusisters usando o nosso vestido estampado no seu aniversário! Parabéns! 💝🌺 #CityBloggers #NaCitycolTem #modabarata #lookdodia;Photo;NA;NA;2017-07-04T07:01:12Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;306;32
417092451820846_651972644999491;https://www.facebook.com/lojascitycol/photos/a.418868384976586/651972644999491/?type=3;Mais um spoiler do que vem por aí na coleção de Verão da City! 🌵🌴🌺🐚 #BackstageDaCity #modabarata #NaCitycolTem;Photo;NA;NA;2017-07-03T16:00:41Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;175;6
417092451820846_651768225019933;https://www.facebook.com/lojascitycol/photos/a.418868384976586/651768225019933/?type=3;Caxias também entrou no clima das cerejas 🍒🍒 Corra pra conferir! #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-03T07:00:34Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;13;1909;47
417092451820846_651461455050610;https://www.facebook.com/lojascitycol/photos/a.418868384976586/651461455050610/?type=3;Fofura nesse domingo com a pequena #CityBlogger @elis_shiis usando nossa t-shirt! 😍 #regram #modabarata #NaCitycolTem #kids #lookodia;Photo;NA;NA;2017-07-02T14:00:29Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;1932;25
417092451820846_650905805106175;https://www.facebook.com/lojascitycol/photos/a.418868384976586/650905805106175/?type=3;Nossas cerejinhas chegaram com tudo na nossa loja de São João de Meriti! 🍒 Venham conferir!  #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-07-01T10:00:50Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;15;1853;27
417092451820846_650535195143236;https://www.facebook.com/lojascitycol/photos/a.418868384976586/650535195143236/?type=3;Aquela chuva de blusinhas de todas as cores para levar pra casa! Apenas 15,99! Confira em nossas lojas. #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-06-30T16:00:58Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;15;1821;85
417092451820846_650376298492459;https://www.facebook.com/lojascitycol/photos/a.418868384976586/650376298492459/?type=3;O rosê invandiu a Ilha também! Venham conferir! 💝  #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-06-30T09:03:22Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;239;7
417092451820846_650001995196556;https://www.facebook.com/lojascitycol/photos/a.418868384976586/650001995196556/?type=3;Aquela blusa pra deixar qualquer uma A-P-A-I-X-O-N-A-D-A!😍🐚   Apenas 14,99! O #regram é da musa Amanda do @achadosfashion_rj! #CityBloggers #modabarata #NaCitycolTem;Photo;NA;NA;2017-06-29T16:01:05Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;10;1051;17
417092451820846_649791415217614;https://www.facebook.com/lojascitycol/photos/a.418868384976586/649791415217614/?type=3;A nossa embaixadora Amanda do @achadosfashion_rj arrasou na produção com a nossa tee de apenas 22,99! :) #regram #CityBloggers #NaCitycolTem #modabarata;Photo;NA;NA;2017-06-29T07:01:36Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;102;NA
417092451820846_649360371927385;https://www.facebook.com/lojascitycol/photos/a.418868384976586/649360371927385/?type=3;Aquele look que fala por si só! Nossa musa @marianamorenoo arrasou como sempre! #CityBloggers #NaCitycolTem #modabarata;Photo;NA;NA;2017-06-28T16:00:51Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;150;3
417092451820846_649098835286872;https://www.facebook.com/lojascitycol/photos/a.418868384976586/649098835286872/?type=3;A Nathy do @niteroiensebasica já garantiu a brusinha mais fofa da vida e por apenas R$19,99! Aproveitem! #regram #CityBloggers #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-06-28T07:01:35Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;156;1
417092451820846_648783841985038;https://www.facebook.com/lojascitycol/photos/a.418868384976586/648783841985038/?type=3;Detalhes do nosso sutiã tomara que caia! 😍 #details #modabarata #NaCitycolTem #lingerie;Photo;NA;NA;2017-06-27T16:01:29Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;1300;22
417092451820846_648538068676282;https://www.facebook.com/lojascitycol/photos/a.418868384976586/648538068676282/?type=3;Strappy + poá = muito amor!💝 R$19,99  #NaCitycolTem #modabarata #lingerie;Photo;NA;NA;2017-06-27T07:01:11Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;13;2169;39
417092451820846_648185458711543;https://www.facebook.com/lojascitycol/photos/a.418868384976586/648185458711543/?type=3;E olha mais um #BackstagedaCity vindo aí... dessa vez o clique é da nossa coleção inspiração para festivais de rock! 🎸🎤 #NaCitycolTem #modabarata #lookdoidia;Photo;NA;NA;2017-06-26T16:01:15Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;141;7
417092451820846_647979512065471;https://www.facebook.com/lojascitycol/photos/a.418868384976586/647979512065471/?type=3;Aquele sutiã tomara que caia nada básico! R$19,99 #modabarata #NaCitycolTem #lookdodia #lingerie;Photo;NA;NA;2017-06-26T07:01:04Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;17;1798;42
417092451820846_647646402098782;https://www.facebook.com/lojascitycol/photos/a.418868384976586/647646402098782/?type=3;A Naty do @achados_rj  aproveitou a onda rosê para garantir sua peça favorita da nossa coleção! 😍🍷 #regram #CityBloggers #modabarata #NaCitycolTem #lookodia;Photo;NA;NA;2017-06-25T14:00:48Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;238;6
417092451820846_647062342157188;https://www.facebook.com/lojascitycol/photos/a.418868384976586/647062342157188/?type=3;O rosê também chegou na Tijuca! 🍷Venham conferir as novidades! #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-06-24T10:00:59Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;10;2115;55
417092451820846_646732632190159;https://www.facebook.com/lojascitycol/photos/a.418868384976586/646732632190159/?type=3;Aquele look clássico e incrível! Arrasou, @achadosdatham! 😍 #regram #CityBloggers #NaCitycolTem #modabarata;Photo;NA;NA;2017-06-23T16:01:23Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;216;3
417092451820846_646570488873040;https://www.facebook.com/lojascitycol/photos/a.418868384976586/646570488873040/?type=3;A loja é de Belford Roxo, mas a tonalidade é rosê igual ao vinho. 🍷 Corre aqui! #modabarata #NaCitycolTem #lookdodia;Photo;NA;NA;2017-06-23T07:01:28Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;1508;31
417092451820846_749091738620914;https://www.facebook.com/lojascitycol/photos/a.418868384976586/749091738620914/?type=3;Nossa calça da ficha técnica ao lado, já disponível nas lojas pra vocês!😍 adoramos o look @joaninha_chicchic ☺️ #regram #modabarata #nacitycoltem;Photo;NA;NA;2018-02-22T15:44:33Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lifetime: The number of stories created about your Page post, by action type. (Total Count);1;68;4
417092451820846_748918011971620;https://www.facebook.com/lojascitycol/photos/a.418868384976586/748918011971620/?type=3;Bom dia com mais uma mostrinha do nosso outono/inverno 2018!🤭🖤 #modabarata #nacitycoltem #winteriscoming;Photo;NA;NA;2018-02-22T06:21:26Z;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;82;13
